sensor_id,timestamp,ubicacion,temperatura_c,humedad_pct,velocidad_viento_ms,presion_hpa,seeing_arcsec,transparencia
SENS-004,2024-03-01T03:40:00,Oeste,14.75,10.1,7.78,749.09,0.59,0.818
SENS-001,2024-03-06T01:35:00,Norte,17.07,5.4,3.12,746.39,0.71,0.802
SENS-002,2024-03-07T06:20:00,Sur,19.51,9.3,4.65,740.38,0.752,0.774
SENS-005,2024-03-07T20:00:00,Centro,18.81,14.0,5.51,746.15,0.798,1.0
SENS-004,2024-03-05T20:10:00,Oeste,17.12,14.0,2.42,741.96,0.358,0.671
SENS-003,2024-03-03T21:55:00,Este,16.26,13.9,1.24,743.86,1.079,0.77
SENS-001,2024-03-03T01:25:00,Norte,18.72,8.6,6.01,742.96,0.232,0.885
SENS-002,2024-03-07T08:55:00,Sur,17.07,17.9,3.69,745.26,0.438,0.939
SENS-005,2024-03-05T23:15:00,Centro,14.99,16.4,6.15,747.3,0.804,0.802
SENS-003,2024-03-06T20:15:00,Este,16.77,18.8,5.58,742.62,0.895,0.728
SENS-005,2024-03-03T23:40:00,Centro,19.08,5.2,9.06,741.11,0.451,0.98
,2024-03-07T08:15:00,Este,18.23,19.8,2.27,744.47,0.316,0.664
SENS-005,2024-03-07T11:45:00,Centro,17.23,8.6,3.88,742.97,0.287,0.844
SENS-004,2024-03-07T19:25:00,Oeste,16.04,12.8,7.26,745.99,0.386,0.942
SENS-003,2024-03-03T12:20:00,Este,19.36,12.8,3.41,747.81,1.136,0.929
SENS-005,2024-03-04T00:35:00,Centro,16.48,5.0,5.5,744.49,0.733,0.859
SENS-003,2024-03-07T13:15:00,Este,16.31,13.5,6.87,747.72,0.484,0.816
SENS-002,2024-03-02T05:35:00,Sur,12.06,14.0,7.23,744.57,0.849,0.76
SENS-004,2024-03-01T03:00:00,Oeste,14.72,5.2,2.34,746.44,0.425,0.652
SENS-003,2024-03-03T18:30:00,Este,16.06,15.0,5.03,746.89,0.769,0.82
SENS-002,2024-03-02T12:50:00,Sur,16.81,9.0,2.09,746.48,0.968,0.817
SENS-005,2024-03-03T15:05:00,Centro,16.77,14.6,2.28,743.79,0.694,0.916
SENS-003,2024-03-03T01:20:00,Este,18.62,5.9,2.82,745.71,0.545,0.945
SENS-005,2024-03-04T01:40:00,Centro,16.49,8.3,1.31,745.69,0.793,0.661
SENS-001,2024-03-02T14:40:00,Norte,18.44,10.7,3.99,745.83,0.566,0.959
SENS-001,2024-03-01T13:35:00,Norte,18.4,13.5,7.76,743.38,0.76,0.958
SENS-005,2024-03-05T18:55:00,Centro,19.34,10.2,5.84,744.63,0.304,0.751
SENS-005,2024-03-06T09:25:00,Centro,15.91,16.8,7.48,746.96,0.54,0.739
SENS-005,2024-03-05T08:35:00,Centro,17.24,6.3,3.54,744.36,0.567,0.891
SENS-005,2024-03-07T14:15:00,Centro,20.25,9.4,4.43,746.41,0.503,0.77
SENS-005,2024-03-06T13:10:00,Centro,15.46,5.3,9.37,744.69,0.913,0.88
SENS-004,2024-03-05T19:00:00,Oeste,15.71,15.4,7.42,745.93,0.29,0.895
SENS-004,2024-03-03T05:00:00,Oeste,17.32,17.4,2.21,744.46,0.837,0.897
SENS-001,2024-03-01T20:05:00,Norte,15.39,13.9,5.0,746.35,0.319,0.878
SENS-002,2024-03-01T00:45:00,Sur,20.0,5.5,4.59,743.69,0.5,0.734
SENS-004,2024-03-02T05:40:00,Oeste,12.57,13.3,3.98,744.95,0.515,0.765
SENS-002,2024-03-04T18:20:00,Sur,15.12,10.0,8.55,741.95,0.465,0.81
SENS-004,2024-03-01T17:20:00,Oeste,14.84,19.0,7.01,745.04,0.721,0.846
SENS-001,2024-03-04T03:00:00,Norte,16.51,5.9,3.52,744.57,0.3,0.75
SENS-003,2024-03-06T08:30:00,Este,16.32,19.3,5.68,745.22,0.685,0.831
SENS-004,2024-03-01T00:35:00,Oeste,18.37,6.5,1.85,746.74,0.089,0.794
,2024-03-07T22:05:00,Oeste,15.75,14.9,5.89,750.42,0.908,0.898
SENS-004,2024-03-06T16:30:00,Oeste,12.0,6.3,5.02,743.4,0.88,0.727
SENS-004,2024-03-03T18:05:00,Oeste,16.23,13.5,5.94,749.26,0.497,0.715
SENS-005,2024-03-05T10:20:00,Centro,16.46,8.5,0.41,742.77,0.988,0.8
SENS-004,2024-03-07T02:30:00,Oeste,16.83,6.8,4.74,742.23,0.652,0.853
SENS-003,2024-03-03T21:45:00,Este,17.64,4.3,3.2,742.96,0.602,0.859
SENS-002,2024-03-02T00:25:00,Sur,16.28,3.3,7.39,749.02,0.355,0.739
SENS-004,2024-03-02T21:40:00,Oeste,15.82,10.1,4.53,744.92,0.553,0.904
SENS-004,2024-03-07T14:10:00,Oeste,17.84,5.0,7.15,747.8,0.17,0.961
SENS-005,2024-03-01T16:05:00,Centro,15.97,18.0,2.06,740.03,0.782,0.885
SENS-003,2024-03-02T16:05:00,Este,18.24,9.0,4.18,747.27,0.823,0.825
SENS-003,2024-03-05T12:30:00,Este,16.33,12.0,6.87,741.62,0.931,0.995
SENS-003,2024-03-03T02:25:00,Este,15.48,9.1,3.81,748.36,0.373,0.812
,2024-03-06T23:00:00,Sur,17.21,16.9,7.29,751.16,0.774,0.895
SENS-005,2024-03-05T03:00:00,Centro,17.0,5.0,5.21,744.75,0.651,0.998
SENS-004,2024-03-01T11:40:00,Oeste,16.2,6.9,6.54,745.54,0.708,0.758
SENS-001,2024-03-07T03:00:00,Norte,15.37,3.2,4.79,743.72,0.511,0.879
SENS-004,2024-03-03T01:50:00,Oeste,15.6,8.0,5.05,747.43,0.401,0.972
SENS-001,2024-03-06T09:05:00,Norte,15.33,3.6,3.86,747.87,0.958,0.865
SENS-002,2024-03-04T13:45:00,Sur,16.11,19.7,5.63,743.41,1.228,0.8
SENS-005,2024-03-03T15:45:00,Centro,14.71,18.1,5.19,748.34,0.435,0.762
SENS-004,2024-03-02T00:50:00,Oeste,14.98,16.6,4.9,742.25,0.515,2.575
SENS-004,2024-03-03T07:10:00,Oeste,16.79,15.2,4.27,744.83,0.545,0.704
SENS-004,2024-03-03T04:10:00,Oeste,16.48,16.4,2.78,750.42,0.564,0.837
SENS-002,2024-03-01T03:40:00,Sur,14.94,11.0,5.56,744.53,0.957,0.702
SENS-001,2024-03-03T15:55:00,Norte,16.66,9.7,3.44,744.05,0.777,0.988
SENS-003,2024-03-06T21:05:00,Este,15.8,13.4,7.86,745.33,0.629,0.965
SENS-004,2024-03-07T11:50:00,Oeste,17.43,9.3,1.46,742.94,0.37,0.934
SENS-004,2024-03-07T10:45:00,Oeste,18.37,3.5,4.96,740.67,0.385,0.9
SENS-002,2024-03-05T12:30:00,Sur,16.72,13.0,3.37,740.46,0.446,0.874
SENS-003,2024-03-02T19:05:00,Este,15.44,10.0,8.45,747.89,0.227,0.909
SENS-005,2024-03-05T03:35:00,Centro,14.97,11.3,4.98,744.46,0.209,0.681
SENS-002,2024-03-05T11:40:00,Sur,15.87,3.7,6.88,743.52,0.494,0.673
SENS-001,2024-03-05T20:55:00,Norte,19.88,9.6,5.61,743.28,-0.1,0.772
SENS-001,2024-03-05T19:10:00,Norte,16.19,7.3,5.3,744.14,0.643,0.743
SENS-004,2024-03-04T05:20:00,Oeste,14.56,12.7,9.54,744.32,0.316,0.918
SENS-003,2024-03-06T19:15:00,Este,17.66,9.6,3.22,750.07,0.919,0.922
SENS-001,2024-03-06T16:30:00,Norte,16.67,8.8,8.68,746.81,0.606,0.969
SENS-004,2024-03-04T03:35:00,Oeste,16.81,10.8,6.87,749.28,0.485,0.844
SENS-004,2024-03-02T09:50:00,Oeste,17.12,5.2,4.69,745.54,1.08,0.785
SENS-001,2024-03-05T02:15:00,Norte,15.68,3.9,1.53,745.94,0.538,0.696
SENS-003,2024-03-06T00:40:00,Este,17.94,11.4,7.27,748.06,0.013,0.753
SENS-003,2024-03-04T17:50:00,Este,17.38,10.5,6.0,743.34,0.114,0.878
SENS-003,2024-03-05T01:55:00,Este,18.0,7.6,7.87,744.25,0.53,0.806
SENS-001,2024-03-03T09:25:00,Norte,16.2,19.7,5.87,748.29,0.499,0.77
SENS-005,2024-03-06T18:15:00,Centro,16.35,4.6,6.7,746.18,0.678,0.828
SENS-004,2024-03-02T19:45:00,Oeste,14.77,9.6,6.82,741.1,0.61,0.928
SENS-005,2024-03-07T18:00:00,Centro,16.69,15.1,3.86,746.69,0.576,0.914
SENS-004,2024-03-02T16:40:00,Oeste,15.78,13.0,3.99,746.36,1.084,0.793
SENS-004,2024-03-05T00:10:00,Oeste,16.35,8.6,6.57,743.91,0.993,0.942
SENS-005,2024-03-02T20:15:00,Centro,14.86,16.1,4.64,748.01,0.892,0.702
SENS-004,2024-03-03T02:50:00,Oeste,14.06,14.7,8.33,742.08,0.652,0.825
SENS-005,2024-03-03T08:30:00,Centro,16.24,19.5,2.98,749.49,0.692,0.682
SENS-003,2024-03-02T05:05:00,Este,12.89,11.6,6.58,746.0,0.578,0.918
SENS-001,2024-03-07T13:00:00,Norte,16.52,6.9,4.29,745.49,0.318,0.818
SENS-005,2024-03-03T14:35:00,Centro,19.71,8.9,6.75,741.07,0.854,0.911
SENS-002,2024-03-02T17:10:00,Sur,14.93,10.0,3.09,743.96,0.888,0.666
SENS-003,2024-03-07T18:15:00,Este,15.5,17.0,4.71,742.56,0.811,0.806
SENS-002,2024-03-04T14:20:00,Sur,18.11,17.4,5.4,747.3,0.867,0.687
SENS-003,2024-03-07T04:05:00,Este,16.46,14.0,7.55,741.98,1.329,0.999
SENS-001,2024-03-03T22:25:00,Norte,18.23,5.5,6.41,746.08,0.513,0.866
SENS-004,2024-03-07T19:55:00,Oeste,18.25,9.8,3.29,746.73,0.313,0.781
SENS-005,2024-03-03T01:25:00,Centro,14.6,6.1,4.75,744.74,0.805,0.679
SENS-004,2024-03-05T15:40:00,Oeste,18.46,15.3,7.88,744.16,0.755,0.848
SENS-005,2024-03-04T21:40:00,Centro,17.28,4.0,3.53,745.11,0.334,0.666
SENS-005,2024-03-02T09:00:00,Centro,15.91,18.3,4.02,748.22,0.529,0.89
SENS-004,2024-03-04T22:45:00,Oeste,16.84,7.5,5.76,748.68,0.325,0.895
SENS-002,2024-03-04T08:20:00,Sur,17.21,5.8,9.68,747.16,0.658,0.655
SENS-002,2024-03-02T20:05:00,Sur,18.54,15.0,4.98,749.29,0.725,0.868
SENS-003,2024-03-07T03:40:00,Este,16.17,18.8,9.43,744.91,0.502,0.717
SENS-001,2024-03-04T15:20:00,Norte,14.96,14.4,4.06,741.36,1.106,0.806
SENS-004,2024-03-04T15:05:00,Oeste,14.47,10.3,6.05,741.74,0.786,0.912
SENS-001,2024-03-07T19:20:00,Norte,16.1,4.6,3.75,743.33,0.455,0.971
SENS-002,2024-03-02T20:10:00,Sur,18.0,14.8,7.24,746.22,0.909,0.791
SENS-003,2024-03-04T04:25:00,Este,13.23,12.4,2.57,744.29,0.494,0.731
SENS-003,2024-03-07T14:25:00,Este,18.14,6.0,5.88,738.15,0.682,0.754
SENS-003,2024-03-01T21:35:00,Este,15.95,4.7,5.35,744.31,0.524,0.736
SENS-003,2024-03-06T18:00:00,Este,16.71,18.0,2.69,741.47,-0.167,0.659
SENS-004,2024-03-01T08:05:00,Oeste,17.24,17.0,8.3,744.57,0.334,0.833
SENS-003,2024-03-07T14:55:00,Este,17.95,9.6,8.76,748.74,0.949,0.855
SENS-004,2024-03-05T18:25:00,Oeste,16.46,15.1,4.6,745.69,0.748,0.834
SENS-002,2024-03-04T09:30:00,Sur,16.77,14.9,5.27,743.0,0.776,0.66
SENS-005,2024-03-04T09:20:00,Centro,16.57,12.6,5.12,747.48,0.491,0.906
SENS-005,2024-03-05T22:15:00,Centro,17.14,12.4,3.61,743.97,0.19,0.786
SENS-004,2024-03-03T12:05:00,Oeste,17.12,12.4,3.02,746.93,0.243,0.804
SENS-004,2024-03-07T09:30:00,Oeste,17.8,16.7,2.73,744.04,0.825,0.718
SENS-005,2024-03-04T01:10:00,Centro,15.97,11.7,5.18,742.9,0.82,0.685
SENS-002,2024-03-04T22:50:00,Sur,13.39,6.0,1.96,746.39,0.373,0.735
SENS-005,2024-03-06T17:55:00,Centro,16.85,12.9,4.21,742.09,0.739,0.902
SENS-001,2024-03-07T08:10:00,Norte,18.54,13.5,4.91,743.4,0.219,0.897
SENS-003,2024-03-06T09:00:00,Este,16.99,18.6,5.56,744.39,0.25,0.785
SENS-001,2024-03-02T22:40:00,Norte,18.37,5.8,8.78,744.07,0.513,0.954
SENS-005,2024-03-04T04:40:00,Centro,15.23,7.9,3.88,743.6,0.722,0.87
SENS-003,2024-03-05T23:35:00,Este,16.39,4.4,5.44,741.8,0.993,0.669
SENS-003,2024-03-02T12:25:00,Este,14.32,6.8,4.81,744.69,0.741,0.666
SENS-001,2024-03-06T00:10:00,Norte,18.55,19.4,7.24,749.53,0.74,0.927
SENS-003,2024-03-02T09:50:00,Este,14.63,17.2,5.55,743.03,0.826,0.869
SENS-005,2024-03-06T17:45:00,Centro,16.52,13.2,8.74,742.2,0.21,0.907
SENS-001,2024-03-06T20:45:00,Norte,17.97,12.0,3.76,744.69,0.826,0.954
SENS-005,2024-03-07T21:50:00,Centro,16.77,13.8,2.31,744.52,0.159,0.733
SENS-005,2024-03-05T11:35:00,Centro,19.26,16.0,5.63,740.34,0.831,0.787
SENS-003,2024-03-07T19:30:00,Este,16.01,18.4,5.56,745.01,0.431,0.83
SENS-002,2024-03-02T17:20:00,Sur,16.29,15.3,3.68,742.69,0.708,0.707
SENS-005,2024-03-02T01:25:00,Centro,16.73,19.4,7.16,740.69,0.867,0.85
SENS-001,2024-03-02T04:20:00,Norte,13.64,18.1,4.85,742.59,0.532,0.659
SENS-002,2024-03-02T10:00:00,Sur,19.47,16.6,6.49,747.41,0.907,0.985
SENS-005,2024-03-03T06:00:00,Centro,14.86,16.6,4.69,742.27,0.51,0.904
SENS-003,2024-03-07T04:30:00,Este,15.02,14.3,7.77,745.6,0.651,0.982
SENS-003,2024-03-03T00:00:00,Este,13.57,4.0,6.2,742.12,0.877,0.669
SENS-002,2024-03-06T23:45:00,Sur,15.38,16.9,4.67,744.63,0.788,1.914
SENS-002,2024-03-03T17:25:00,Sur,19.82,7.4,4.5,746.23,0.59,0.887
SENS-001,2024-03-04T12:20:00,Norte,15.69,18.9,7.12,747.38,0.847,0.727
SENS-003,2024-03-05T10:40:00,Este,17.45,12.0,3.62,748.41,0.56,0.764
SENS-003,2024-03-04T02:35:00,Este,13.45,15.5,5.22,746.72,0.761,0.782
SENS-004,2024-03-04T21:25:00,Oeste,18.05,10.2,8.28,744.54,0.616,0.93
SENS-004,2024-03-02T21:45:00,Oeste,16.73,5.9,1.48,744.69,0.388,0.853
SENS-003,2024-03-01T03:05:00,Este,11.85,10.1,7.08,748.43,0.943,0.704
SENS-001,2024-03-01T12:20:00,Norte,18.97,8.4,5.71,747.17,0.711,0.866
SENS-001,2024-03-01T23:45:00,Norte,13.16,8.9,7.16,745.62,0.662,0.846
SENS-005,2024-03-07T03:40:00,Centro,14.42,10.4,9.05,747.15,0.376,0.652
SENS-005,2024-03-02T19:05:00,Centro,14.87,12.1,5.16,744.27,0.883,0.712
SENS-004,2024-03-03T16:10:00,Oeste,16.25,12.1,6.06,741.92,0.628,0.902
SENS-003,2024-03-02T12:55:00,Este,18.01,8.6,0.94,742.07,1.033,0.836
SENS-004,2024-03-06T00:30:00,Oeste,18.9,4.1,8.28,747.19,0.591,0.984
SENS-001,2024-03-01T19:40:00,Norte,16.92,9.5,5.09,746.42,0.79,0.757
SENS-005,2024-03-06T22:05:00,Centro,17.45,16.1,5.53,746.67,0.209,0.895
SENS-004,2024-03-04T21:35:00,Oeste,17.1,9.8,5.41,740.79,0.679,0.964
SENS-005,2024-03-02T14:35:00,Centro,14.08,8.4,4.63,746.52,1.083,0.82
SENS-002,2024-03-04T18:15:00,Sur,19.38,8.0,8.42,741.95,0.139,0.896
SENS-001,2024-03-03T04:40:00,Norte,15.95,128.4,6.3,745.4,0.548,0.699
SENS-004,2024-03-03T19:45:00,Oeste,16.24,12.4,6.83,746.28,0.437,0.727
SENS-002,2024-03-02T17:05:00,Sur,16.67,169.8,2.5,749.58,0.468,0.808
SENS-002,2024-03-03T07:25:00,Sur,18.38,13.8,4.6,745.96,-1.478,0.717
SENS-005,2024-03-03T02:10:00,Centro,16.93,8.2,3.84,746.18,0.576,0.817
SENS-005,2024-03-02T20:20:00,Centro,18.64,3.0,7.58,743.53,0.575,0.888
SENS-005,2024-03-06T09:10:00,Centro,15.57,17.5,6.46,745.43,0.464,0.856
SENS-003,2024-03-01T17:35:00,Este,17.11,5.4,5.22,742.85,0.507,0.816
SENS-002,2024-03-07T12:10:00,Sur,18.3,11.9,4.85,749.6,0.525,0.727
SENS-002,2024-03-03T20:05:00,Sur,18.04,18.6,6.86,740.72,0.488,0.874
SENS-005,2024-03-02T07:10:00,Centro,15.12,12.3,8.56,744.25,-1.961,0.767
SENS-005,2024-03-07T17:30:00,Centro,16.64,13.5,7.91,743.48,0.899,0.654
SENS-004,2024-03-05T22:50:00,Oeste,18.0,11.6,6.83,746.34,0.783,0.971
SENS-005,2024-03-03T11:30:00,Centro,16.16,17.2,5.51,745.94,0.532,0.861
SENS-005,2024-03-03T00:35:00,Centro,15.49,10.5,4.4,1013.41,0.843,0.876
SENS-005,2024-03-05T13:40:00,Centro,17.46,3.3,9.13,742.84,0.134,0.77
SENS-001,2024-03-07T00:35:00,Norte,17.48,5.4,5.16,741.7,0.736,0.927
SENS-004,2024-03-05T20:25:00,Oeste,16.27,15.0,5.67,743.18,0.596,0.94
SENS-003,2024-03-01T21:15:00,Este,15.08,13.7,4.23,745.77,0.843,0.935
SENS-005,2024-03-02T08:50:00,Centro,17.36,15.1,4.96,747.73,0.835,0.931
SENS-002,2024-03-02T15:35:00,Sur,14.57,3.8,0.9,748.23,0.466,0.779
SENS-002,2024-03-02T04:20:00,Sur,-999.0,13.5,9.26,744.64,0.628,0.788
SENS-002,2024-03-06T22:45:00,Sur,15.5,4.6,4.82,744.13,0.983,0.93
SENS-005,2024-03-04T19:15:00,Centro,16.43,9.6,1.9,747.66,1.146,0.681
SENS-001,2024-03-07T06:20:00,Norte,13.65,8.0,3.89,746.22,0.503,0.984
SENS-001,2024-03-03T10:55:00,Norte,19.58,7.3,5.77,742.41,0.603,0.722
SENS-005,2024-03-05T13:05:00,Centro,16.69,5.6,4.43,744.41,0.645,0.811
SENS-003,2024-03-05T03:05:00,Este,16.83,10.2,5.57,744.54,0.642,0.662
SENS-003,2024-03-06T02:40:00,Este,15.19,12.1,3.09,750.0,0.82,0.827
SENS-001,2024-03-01T06:00:00,Norte,14.82,18.9,9.15,744.82,0.569,0.934
SENS-004,2024-03-07T09:35:00,Oeste,17.84,11.9,2.91,744.29,0.655,0.787
SENS-003,2024-03-04T19:45:00,Este,13.04,6.6,5.09,745.26,0.634,0.903
SENS-004,2024-03-03T15:40:00,Oeste,17.77,6.6,4.93,745.31,0.607,0.901
SENS-001,2024-03-04T21:45:00,Norte,16.26,5.2,6.86,750.98,0.448,0.661
SENS-001,2024-03-05T07:25:00,Norte,17.45,10.4,3.79,742.42,0.571,0.827
SENS-005,2024-03-02T05:55:00,Centro,15.15,14.6,2.15,747.7,0.376,0.867
SENS-002,2024-03-02T05:05:00,Sur,15.51,11.8,7.94,745.18,0.665,0.968
SENS-004,2024-03-03T02:10:00,Oeste,17.03,17.5,8.35,740.06,0.832,0.668
SENS-004,2024-03-03T17:00:00,Oeste,17.35,3.1,4.82,744.18,0.521,0.804
SENS-003,2024-03-02T05:50:00,Este,13.81,16.9,3.46,747.26,0.322,0.938
SENS-001,2024-03-05T15:55:00,Norte,17.11,7.9,3.67,745.4,0.335,0.836
SENS-001,2024-03-04T21:35:00,Norte,18.92,18.8,6.92,745.38,0.48,0.67
SENS-005,2024-03-03T17:55:00,Centro,20.42,17.0,3.96,747.42,0.789,0.833
SENS-005,2024-03-06T21:15:00,Centro,16.87,16.1,7.34,740.74,0.072,0.749
SENS-004,2024-03-03T06:20:00,Oeste,17.69,3.2,4.92,741.36,0.475,0.836
SENS-001,2024-03-04T19:40:00,Norte,19.6,7.2,5.37,742.07,0.33,0.659
SENS-004,2024-03-05T14:35:00,Oeste,18.23,15.9,0.36,746.23,0.855,0.812
SENS-004,2024-03-06T15:10:00,Oeste,15.91,13.5,6.08,747.68,1.144,0.787
SENS-001,2024-03-04T10:15:00,Norte,16.18,14.2,7.45,741.47,0.606,0.861
SENS-002,2024-03-03T23:00:00,Sur,17.86,5.2,7.39,745.09,0.679,0.825
SENS-001,2024-03-03T04:30:00,Norte,15.37,6.8,5.41,741.18,0.214,0.992
SENS-001,2024-03-05T08:05:00,Norte,15.93,18.6,5.14,743.8,0.632,0.891
SENS-002,2024-03-05T02:15:00,Sur,16.05,9.9,1.72,739.45,0.602,0.748
SENS-001,2024-03-02T16:10:00,Norte,17.94,17.6,6.59,744.76,0.514,0.696
SENS-002,2024-03-04T14:40:00,Sur,17.51,4.0,4.03,742.33,0.805,0.776
SENS-003,2024-03-04T12:10:00,Este,14.7,181.7,1.1,745.39,0.404,0.904
SENS-005,2024-03-03T21:55:00,Centro,17.78,10.7,4.81,739.54,0.631,0.676
SENS-004,2024-03-04T11:20:00,Oeste,14.64,7.3,3.67,741.85,0.261,0.821
SENS-002,2024-03-05T10:05:00,Sur,18.46,12.4,8.04,747.16,0.27,0.794
SENS-004,2024-03-05T06:15:00,Oeste,16.85,113.3,6.08,745.51,0.749,0.986
SENS-002,2024-03-06T20:15:00,Sur,16.59,7.1,5.8,749.14,0.662,0.807
SENS-004,2024-03-03T08:10:00,Oeste,17.99,16.9,5.49,744.22,0.575,0.951
SENS-004,2024-03-03T19:15:00,Oeste,16.74,10.8,8.27,744.17,0.551,0.665
SENS-005,2024-03-07T10:55:00,Centro,17.47,5.9,3.78,751.91,0.438,0.981
SENS-001,2024-03-05T13:40:00,Norte,16.12,7.5,3.16,748.31,0.401,0.779
SENS-002,2024-03-05T06:05:00,Sur,16.14,8.0,5.84,744.69,0.828,0.979
SENS-001,2027-05-13T04:42:00,Norte,17.47,3.1,3.96,745.73,0.34,0.9
SENS-003,2024-03-03T19:55:00,Este,19.06,4.9,9.27,743.4,0.446,0.821
SENS-005,2024-03-02T23:10:00,Centro,16.03,16.3,5.27,748.88,0.541,0.914
SENS-003,2024-03-07T02:00:00,Este,16.91,10.8,1.33,743.58,0.415,1.859
SENS-005,2024-03-05T09:15:00,Centro,15.74,9.4,5.35,748.72,0.989,0.991
SENS-003,2024-03-03T03:20:00,Este,15.8,18.8,6.39,740.16,1.131,0.989
SENS-002,2024-03-04T19:25:00,Sur,16.23,10.0,7.0,747.92,0.595,0.768
SENS-004,2024-03-04T00:25:00,Oeste,18.66,8.0,3.44,741.23,0.301,0.955
SENS-001,2024-03-05T12:20:00,Norte,19.78,16.5,5.32,747.08,0.682,0.98
SENS-004,2024-03-05T11:05:00,Oeste,17.9,18.6,5.59,747.75,0.594,0.943
SENS-004,2024-03-01T23:40:00,Oeste,19.92,5.8,5.85,747.54,0.711,0.905
SENS-003,2024-03-06T04:35:00,Este,17.28,3.8,5.4,742.86,0.283,0.991
SENS-003,2024-03-05T11:35:00,Este,14.19,5.2,4.01,745.45,1.222,0.887
SENS-001,2024-03-07T05:50:00,Norte,14.64,3.5,2.96,744.49,0.583,0.669
SENS-003,2024-03-05T04:15:00,Este,17.92,14.7,2.79,746.11,0.979,0.738
SENS-005,2024-03-01T18:55:00,Centro,16.8,6.5,7.51,741.56,0.671,0.779
SENS-003,2024-03-04T15:15:00,Este,15.73,3.7,7.38,747.52,0.867,0.987
SENS-004,2024-03-02T12:45:00,Oeste,15.1,4.2,4.6,745.59,0.764,0.77
SENS-005,2024-03-01T08:45:00,Centro,16.69,6.0,1.43,746.54,0.479,0.824
SENS-002,2024-03-02T05:55:00,Sur,16.02,18.0,6.43,744.84,0.761,0.983
SENS-005,2024-03-06T04:50:00,Centro,13.58,14.5,6.81,747.29,0.668,0.929
SENS-002,2024-03-06T17:50:00,Sur,13.35,10.0,4.98,744.65,-1.508,0.944
SENS-004,2024-03-04T15:40:00,Oeste,16.38,3.6,7.37,740.41,0.858,0.807
SENS-001,2024-03-05T11:10:00,Norte,18.58,5.3,3.27,743.1,0.529,0.934
SENS-005,2024-03-05T07:40:00,Centro,18.46,17.3,6.96,751.43,0.377,0.963
SENS-003,2024-03-02T13:05:00,Este,17.94,19.2,2.68,746.97,0.529,0.827
SENS-002,2024-03-01T11:25:00,Sur,16.92,17.6,7.17,745.1,0.466,0.839
SENS-004,2024-03-03T17:35:00,Oeste,15.36,7.7,7.48,746.24,0.764,0.892
SENS-005,2024-03-07T12:05:00,Centro,16.39,5.9,4.89,745.07,0.622,0.831
SENS-005,2024-03-03T03:40:00,Centro,14.05,14.4,4.48,745.43,0.631,0.879
SENS-005,2024-03-04T18:20:00,Centro,16.12,6.3,9.32,745.57,0.738,0.846
SENS-004,2024-03-04T02:30:00,Oeste,15.51,6.0,8.24,747.16,0.447,0.879
SENS-005,2024-03-05T14:40:00,Centro,17.74,5.9,9.38,744.55,0.959,0.703
SENS-004,2024-03-04T23:55:00,Oeste,17.01,10.5,5.89,748.06,0.735,0.964
SENS-001,2024-03-04T08:15:00,Norte,17.05,17.0,7.74,742.93,0.239,0.761
SENS-004,2024-03-01T01:00:00,Oeste,16.55,14.4,4.2,743.61,0.436,0.917
SENS-003,2024-03-04T01:30:00,Este,15.89,17.6,9.14,743.27,0.054,0.801
SENS-001,2024-03-01T11:40:00,Norte,16.75,14.7,9.02,741.11,0.54,0.937
SENS-005,2024-03-04T23:45:00,Centro,16.51,3.1,8.77,745.83,0.691,0.878
SENS-004,2024-03-04T06:00:00,Oeste,17.42,4.5,4.62,741.1,0.563,0.838
SENS-004,2024-03-02T21:10:00,Oeste,17.1,14.2,5.09,747.71,0.835,0.769
SENS-003,2024-03-05T07:35:00,Este,15.63,16.0,3.0,742.19,0.449,0.877
SENS-003,2024-03-02T11:55:00,Este,16.88,16.9,7.25,746.66,0.661,0.968
SENS-001,2024-03-02T09:50:00,Norte,19.23,7.8,5.52,746.95,0.567,0.981
SENS-005,2024-03-01T17:40:00,Centro,17.69,6.0,9.1,745.92,0.461,0.769
SENS-005,2024-03-02T16:10:00,Centro,16.33,13.2,5.41,747.32,0.514,0.86
SENS-005,2024-03-03T13:35:00,Centro,16.21,8.6,3.77,745.97,0.466,0.867
SENS-005,2024-03-01T19:30:00,Centro,-999.0,12.8,3.58,747.64,0.468,0.781
SENS-003,2024-03-02T09:15:00,Este,15.56,9.0,6.19,746.11,0.595,0.8
SENS-003,2024-03-05T08:20:00,Este,17.96,13.1,5.45,745.54,0.695,0.972
SENS-001,2024-03-01T00:55:00,Norte,15.14,15.4,2.79,747.09,0.714,0.815
SENS-003,2024-03-03T15:20:00,Este,15.74,5.9,3.5,745.38,0.499,0.885
SENS-001,2024-03-05T02:05:00,Norte,15.63,6.1,8.01,746.26,0.631,0.914
SENS-002,2024-03-03T23:55:00,Sur,17.8,3.6,4.42,742.51,0.598,0.796
SENS-004,2024-03-02T15:15:00,Oeste,18.94,16.8,7.68,743.06,0.593,0.844
SENS-004,2024-03-01T19:00:00,Oeste,16.6,16.9,9.56,743.94,0.448,0.983
SENS-002,2024-03-04T10:25:00,Sur,17.58,15.6,4.76,742.95,0.587,0.74
SENS-004,2024-03-04T21:05:00,Oeste,16.6,8.5,7.82,749.49,0.989,0.851
,2024-03-04T12:10:00,Oeste,15.64,17.0,2.27,748.66,0.909,0.945
SENS-005,2024-03-03T07:40:00,Centro,16.48,6.6,1.47,744.68,0.442,0.807
